timestamp,best_bid,best_ask,mid,bid_quote,ask_quote,imbalance,inventory,cash,pnl
2025-12-30T11:53:58.558738,9998.0,10002.0,10000.0,9997.58,10002.58,0.25,1,-9938.25,61.75
2025-12-30T11:53:58.882600,10007.0,10011.0,10009.0,10006.02,10011.02,-0.1203,1,-9938.25,70.75
2025-12-30T11:53:59.186809,10013.0,10017.0,10015.0,10012.76,10017.76,0.3761,1,-9938.25,76.75
2025-12-30T11:53:59.490005,10004.0,10008.0,10006.0,10003.94,10008.94,0.4958,1,-9938.25,67.75
2025-12-30T11:53:59.796673,9992.0,9994.0,9993.0,9990.32,9995.32,0.0776,1,-9938.25,54.75
2025-12-30T11:54:00.102440,9996.0,9998.0,9997.0,9994.21,9999.21,0.0099,1,-9938.25,58.75
2025-12-30T11:54:00.407722,10003.0,10005.0,10004.0,10000.66,10005.66,-0.3611,1,-9938.25,65.75
2025-12-30T11:54:00.711454,10009.0,10011.0,10010.0,10007.29,10012.29,0.0598,1,-9938.25,71.75
2025-12-30T11:54:01.027692,9980.0,9984.0,9982.0,9979.43,9984.43,0.1507,1,-9938.25,43.75
2025-12-30T11:54:01.338037,10002.0,10006.0,10004.0,10000.5,10005.5,-0.47,1,-9938.25,65.75
2025-12-30T11:54:01.650579,10012.0,10016.0,10014.0,10010.95,10015.95,-0.1655,1,-9938.25,75.75
2025-12-30T11:54:01.959922,10018.0,10022.0,10020.0,10016.53,10021.53,-0.4444,0,83.28,83.28
2025-12-30T11:54:02.261404,9981.0,9983.0,9982.0,9980.11,9984.11,0.0728,0,83.28,83.28
2025-12-30T11:54:02.575159,9980.0,9982.0,9981.0,9978.65,9982.65,-0.2331,0,83.28,83.28
2025-12-30T11:54:02.887824,10012.0,10016.0,10014.0,10012.02,10016.02,0.0158,0,83.28,83.28
2025-12-30T11:54:03.200420,9983.0,9985.0,9984.0,9981.76,9985.76,-0.1573,0,83.28,83.28
2025-12-30T11:54:03.503831,10005.0,10009.0,10007.0,10005.33,10009.33,0.2174,1,-9922.04,84.96
2025-12-30T11:54:03.809959,10011.0,10013.0,10012.0,10009.26,10014.26,0.0404,1,-9922.04,89.96
2025-12-30T11:54:04.120251,9978.0,9982.0,9980.0,9977.59,9982.59,0.2611,1,-9922.04,57.96
2025-12-30T11:54:04.421549,10012.0,10016.0,10014.0,10011.14,10016.14,-0.041,1,-9922.04,91.96
2025-12-30T11:54:04.731778,10008.0,10012.0,10010.0,10006.9,10011.9,-0.2,1,-9922.04,87.96
2025-12-30T11:54:05.045553,9995.0,9999.0,9997.0,9994.37,9999.37,0.1159,1,-9922.04,74.96
2025-12-30T11:54:05.346741,10002.0,10004.0,10003.0,9999.84,10004.84,-0.2418,1,-9922.04,80.96
2025-12-30T11:54:05.650769,9981.0,9983.0,9982.0,9978.59,9983.59,-0.4088,1,-9922.04,59.96
2025-12-30T11:54:05.951367,9984.0,9988.0,9986.0,9983.32,9988.32,0.0769,1,-9922.04,63.96
2025-12-30T11:54:06.259518,9992.0,9996.0,9994.0,9990.93,9995.93,-0.1784,1,-9922.04,71.96
2025-12-30T11:54:06.560667,10000.0,10004.0,10002.0,9999.44,10004.44,0.1588,1,-9922.04,79.96
2025-12-30T11:54:06.862522,10018.0,10022.0,10020.0,10016.33,10021.33,-0.582,0,99.29,99.29
2025-12-30T11:54:07.184587,9991.0,9995.0,9993.0,9991.75,9995.75,0.5,0,99.29,99.29
